event_id,tuple_id,stakeholder,opinion,sentiment,rationale,evidence_ids,supporting_evidence_text,tuple_generation_status,chain_generation_status,preannotation_note,human_judgment,error_type,corrected_stakeholder,corrected_opinion,corrected_sentiment,corrected_rationale,corrected_evidence_ids,guideline_change_needed,prompt_change_needed,notes
E007,LLM_E007_001,业主,反对开发商擅自减少地面停车位数量，认为侵犯了全体业主的权益,negative,证据ev-00308中业主明确表示小区少了一百多个地面停车位，是对全体业主权益的侵犯,ev-00308,ev-00308: 在采访过程中，业主表示小区少了一百多个地面停车位，这是对全体业主权益的侵犯。但现在调解未果，业主却收到了限制出行告知书，甚至还可能被起诉。那业主该如何维权?记者咨询了律师。 律师介绍，从当前所了解的情况来看，业主所反映的地面停车位不足，是开发商在规划图已定之后调整的，但按照相关法律要求，在规划变更没有经过正当的调整程序之前，开发商是没有权利擅自改变已规划的停车位数量。 '本案通过相关的情况来看，实际上是开发商在修建过程当中擅自更改了停车位的规划数量，并且并没有完成相应的变更手续，属于擅自的物权变化，由此导致地面车位不能够满足业主的日常需要，所以说他实际上是属于开发商的违规变动。'四川春雷律师事务所律师刘吉熙介绍。 展开剩余 64 % 地面停车位是属于小区业主共有的部分，因此对于地面车位是否收费，按何种标准收费，是全体业主或业委会决定的。而地下停车位是属于开发商的自有资产，开发商可以对其进行售卖和租赁。而针对该小区地面车位问题，建议业主可以通过召开听证会的方式，进行协商。 '由相关的业主召开听证会，业主是否同意开发商这样的变化，如果说业主接受这样的调整，开发商就通过调规，保持现有的状态就,success,success,tuple_warning=evidence pack truncated from 50 to 4 rows; 3 evidence texts clipped to 300 chars | chain_warning=evidence pack truncated from 50 to 4 rows; 3 evidence texts clipped to 300 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E007,LLM_E007_002,开发商,擅自更改停车位规划数量，未完成法定变更手续，属于违规变动,negative,律师在ev-00308中指出开发商在修建过程中擅自更改规划且未完成变更手续，是违规的,ev-00308,ev-00308: 在采访过程中，业主表示小区少了一百多个地面停车位，这是对全体业主权益的侵犯。但现在调解未果，业主却收到了限制出行告知书，甚至还可能被起诉。那业主该如何维权?记者咨询了律师。 律师介绍，从当前所了解的情况来看，业主所反映的地面停车位不足，是开发商在规划图已定之后调整的，但按照相关法律要求，在规划变更没有经过正当的调整程序之前，开发商是没有权利擅自改变已规划的停车位数量。 '本案通过相关的情况来看，实际上是开发商在修建过程当中擅自更改了停车位的规划数量，并且并没有完成相应的变更手续，属于擅自的物权变化，由此导致地面车位不能够满足业主的日常需要，所以说他实际上是属于开发商的违规变动。'四川春雷律师事务所律师刘吉熙介绍。 展开剩余 64 % 地面停车位是属于小区业主共有的部分，因此对于地面车位是否收费，按何种标准收费，是全体业主或业委会决定的。而地下停车位是属于开发商的自有资产，开发商可以对其进行售卖和租赁。而针对该小区地面车位问题，建议业主可以通过召开听证会的方式，进行协商。 '由相关的业主召开听证会，业主是否同意开发商这样的变化，如果说业主接受这样的调整，开发商就通过调规，保持现有的状态就,success,success,tuple_warning=evidence pack truncated from 50 to 4 rows; 3 evidence texts clipped to 300 chars | chain_warning=evidence pack truncated from 50 to 4 rows; 3 evidence texts clipped to 300 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E007,LLM_E007_003,物业公司,考虑通过改建小区绿化带增加停车位，但须经业主表决决定,neutral,ev-00313中物业咨询律师，律师明确表示绿化带属业主共有，改建须由业主决定,ev-00313,ev-00313: 小区能否通过改建绿化带等增加停车位？ 发布时间：2023-04-03 12:03 浏览次数： 708 小区能否通过改建绿化带等增加停车位？ 律师：绿化带属业主共有 改建须由业主决定 日前，盐湖区一小区物业人员致电晚报热线2233366咨询，小区停车位紧张，能否通过改建小区绿化带或广场、拓宽道路等方式增加停车位？ 为此，记者咨询了山西旭辰律师事务所王军杰律师。他表示，通过改建小区绿化带或广场、拓宽道路等方式增加停车位的事项，须由业主表决决定。 王军杰进一步解释，根据《中华人民共和国民法典》第二百七十四条规定，小区建筑区划内的道路，属于业主共有；建筑区划内的绿地，属于业主共有；建筑区划内的其他公共场所，如小区广场，亦属于业主共有。由此，若小区物业想通过改建小区绿化带或广场、拓宽道路等方式增加停车位，须由业主共同决定。 根据《中华人民共和国民法典》第二百七十八条第二款规定，应当经参与表决权专有部分面积四分之三以上的业主且参与表决人数四分之三以上的业主同意。因此，小区物业需召开业主大会进行表决，只要参与表决权专有部分面积四分之三以上的业主且参与表决人数四分之三以上的业主同意，就可以进行改建。 ,success,success,tuple_warning=evidence pack truncated from 50 to 4 rows; 3 evidence texts clipped to 300 chars | chain_warning=evidence pack truncated from 50 to 4 rows; 3 evidence texts clipped to 300 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E007,LLM_E007_004,规划部门,回应业主投诉，表示丽丰一品小区尚未办理竣工规划验收，车位尚未核实，已介入调查,neutral,ev-00304中市自然资源和规划局答复称车位尚未核实，并已开展调查,ev-00304,ev-00304: 索 引 号： 705011762/202005-00045 信息分类： 互动回应 发布机构： 阜阳市自然资源和规划局 成文日期： 2020-03-31 文 号： 无 发布日期： 2020-03-31 标 题： 丽丰一品小区'拆绿化建车位'的问题 信息来源： 市自然资源和规划局 关 键 词： 丽丰一品小区'拆绿化建车位'的问题 浏览次数： 1638 有 效 性： 有效 丽丰一品小区'拆绿化建车位'的问题 您反映的丽丰一品小区'拆绿化建车位'的问题，市政府领导高度重视，立即责成市自然资源和规划局认真调查，现将有关情况答复如下： 一、丽丰一品小区尚未办理最后一期竣工规划验收，车位尚未核实。经我局现场核查，丽丰一品小区毁坏绿化改建地面车位主要有两种情况： 1、建设单位按原规划将绿地恢复成停车位。 根据已批准的小区规划总平面图，小区实际建成的停车位与规划的位置和数量都不一致，丽丰公司擅自将部分停车位改成绿化带。项目进行最后一期验收时，需对整个小区停车位进行核实，因前期建设单位未按规划实施，擅自将停车位改成绿化，现建设单位在原规划停车位位置自行进行整改。 2、建设单位在小区其他区域调整补划地面停车,success,success,tuple_warning=evidence pack truncated from 50 to 4 rows; 3 evidence texts clipped to 300 chars | chain_warning=evidence pack truncated from 50 to 4 rows; 3 evidence texts clipped to 300 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E008,LLM_E008_001,原住民,历史街区改造不能搬走原住民，否则老房子失去灵魂,negative,当事人秦山乐作为文保卫士和原住民，认为搬迁破坏了历史街区的文化灵魂，见ev-00388,ev-00388,ev-00388: 2009 年 10 月 23 日 星期 五 重要律师声明 上一期 下一期 人迁走了，老房子就没了魂 文保卫士：历史街区改造一定搬走原住民？ 昨日，快报A6版以《拆迁许可撤销，老街还要拆？》为题，报道了无锡市有关部门在省建设厅已经撤销拆迁许可证的情况下，仍然继续进行所谓小娄巷保护性修复项目一事。报道刊发后在无锡引起强烈反响，许多读者来电对拆迁许可证被撤销仍发生'协助搬迁'的事情表示愤慨和不可思议。 省建设厅：得按行政复议决定做 当事人秦山乐2007年年底因关注小娄巷保护，被无锡市政府评为'文保卫士'。这次，他居住的小娄巷46号'修俭堂'也在10月16日被'协助搬迁'了。他认为街区改造不能以牺牲原住民的利益为代价。 '无论是文物保护法还是历史街区保护条例，都赋予了我们这些古建筑的所有人依法保护建筑的权利。而且，我向省文物部门提出的对我居住的小娄巷46号进行修缮的申请，也得到了肯定的批复。现在，无锡市相关部门置省建设厅的行政决定于不顾，我觉得就是在和我们这些权利人争夺利益。在这一点上，我决不让步。历史街区的改造决不能以牺牲原住民利益为代价。'秦山乐说。 作出撤销两证决定的省建设厅，也获知了无,success,success,tuple_warning=evidence pack truncated from 50 to 4 rows; 4 evidence texts clipped to 300 chars | chain_warning=evidence pack truncated from 50 to 4 rows; 4 evidence texts clipped to 300 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E008,LLM_E008_002,文化保护专家,历史街区改造应避免过度商业化和贵族化，保留原住民,negative,专家在报道中明确表示要避免商业化贵族化，留住老北京人，见ev-00393,ev-00393,ev-00393: 前门将'挽留'老北京人 专家：避免商业化贵族化 2012年08月27日 08:12 来源：新京报 8月20日，前门草厂二条，一户人家的院子。新京报记者 王嘉宁 摄 前门大街东侧，草厂头条到十条，因700多年前的古河道——三里河的走势形成，呈鱼骨状排列，是北京目前惟一留存的南北向胡同群。 数百年里，这里与前门大街、大栅栏连成一片，会馆、寺庙、商贾和院落云集。 2005年，这里与前门大街一道，列入'解危排险'重点工程，居民被要求全部搬走。超过2/3居民陆续搬走。胡同里，剩下原貌翻建的空房子。 今年8月15日，东城区政府、前门大街管委会发布新的前门历史文化展示区发展规划，这一带定位为'老北京文化体验区'。政府宣布将保护这里的胡同肌理，并保留部分居住功能，鼓励'原住民'居住。 在中心城区大力提倡人口疏散和外迁的背景下，前门东片新政策转变令人瞩目，近日，记者探访前门草厂一带的留守居民，梳理前门东区居民'从迁到留'的历程。 朦胧夜色中，一束光投在胡同深处一排老屋的外墙上，反射出淡淡的金色。青石台阶上攒下的一捧雨水，也闪着涟漪。 这是2006年一个雨后的草厂二条胡同，被郑兵(化名)用相机拍下，冲洗放,success,success,tuple_warning=evidence pack truncated from 50 to 4 rows; 4 evidence texts clipped to 300 chars | chain_warning=evidence pack truncated from 50 to 4 rows; 4 evidence texts clipped to 300 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E008,LLM_E008_003,政府部门,通过仿古商业街改造提升城市形象和消费亮点,positive,二道区政府主导打造吉盛坊仿古一条街，旨在培育消费亮点，见ev-00365,ev-00365,ev-00365: 二道区打造仿古一条街——'吉盛坊' 时间： 2018-12-21 13:19 来源： 长春市市容环境卫生管理局 现在的二道区安乐路有个新名字叫作'吉盛坊'。它原是吉盛花园小区中一条重要的城市路，西连中医院、东接东盛大街，街路商铺多，违建多，棚厦占道，环境秩序较差。 2017年，二道区政府按照'突出特色、完善功能、提升档次、打造亮点'的工作思路，结合旧城改造，对安乐路进行整体改造提升，着力培育新的消费亮点。改造前，多次走访商户做思想工作，宣传改造的重要意义，在征得理解支持的基础上，拆除私搭乱建53处、杂乱牌匾83个，为街区改造扫清了障碍。 '吉盛坊'整体设计上采用清式古建风格，对沿街建筑进行外立面处理，对色彩、布局、空间和形式进行调整。 装饰采用富含古典元素的屋檐灰瓦、垂花木作、彩绘梁枋、棂格门窗等新型仿古装饰材料，环保低碳，经久耐用。 道路两侧形成'单坡檐、双排柱的古建长廊'，结合垂花门头造型设计店招牌匾，工程收尾时在街路入口加建一座中式牌坊，凸显了古典形象。 改造后的街区令人眼前一亮，建筑风格高端大气，特色商业店铺林立，街路两侧古韵浓郁，吸引聚集了人气，营造了舒适的商业和休闲环境，提,success,success,tuple_warning=evidence pack truncated from 50 to 4 rows; 4 evidence texts clipped to 300 chars | chain_warning=evidence pack truncated from 50 to 4 rows; 4 evidence texts clipped to 300 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E008,LLM_E008_004,文化保护专家,城市更新应尊重历史格局，不能简单化拆迁重建,negative,学术文章指出旧城改造存在简单化拆迁重建问题，应尊重历史文化，见ev-00379,ev-00379,"ev-00379: 文章目录 1 当下城市更新改造的尴尬 1.1 城市更新与尊重历史格局的矛盾 1.2 局部改造与城市长远利益的矛盾 1.3 旧城改造与利用现有资源的矛盾 2 基于历史文化保护的旧城更新策略 2.1 彰显城市历史文化的价值 2.2 制定合适的历史文化资源管理机制 2.3 构建旧城改造的博弈机制 2.4 持续的监控机制和科学研究 浅谈城市更新与历史文化保护 井妍 长安大学 摘要：历史文化是城市发展之源,但在快速城市化的今天,旧城改造过程中存在着简单化拆迁重建、破坏城市历史格局、损害社会生活脉络以及粗放型更新改造等问题,本文通过论述城市更新与历史文化保护之间的关系,力求让城市在动态发展中做到健康的可持续的文化延续与传承。更多还原 关键词： 城市更新; 文化延续; 可持续发展; DOI： 10.19301/j.cnki.zncs.2016.08.222 专辑： 信息科技; 经济与管理科学; 工程科技Ⅱ辑 专题： 建筑科学与工程 分类号： TU984.114",success,success,tuple_warning=evidence pack truncated from 50 to 4 rows; 4 evidence texts clipped to 300 chars | chain_warning=evidence pack truncated from 50 to 4 rows; 4 evidence texts clipped to 300 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E009,LLM_E009_001,购房者,共有产权房单价高于周边二手房，导致实际成本高于全额商品房，认为不值，质疑定价合理性,negative,ev-00406中网友明确表示房价3.7万/㎡，65%产权折合实际5.7万/㎡，高出附近二手房5000-10000元，认为不值,ev-00406,ev-00406: 共有产权房单价高于周边二手房，是否还值得买？【壹周志识】 文｜邓浩志 北京共有产权房单价高于周边二手房 最近网上传出北京共有产权房消息，房价3.7万/㎡，65%的产权，合实际房价为5.7万/㎡，这个价格高出附近二手房价5000~10000元。网友们纷纷表示这个价格的共有产权房不值，表面上购房门槛降低了，实际上整体计算却比全额的商品房价格更高了。共有产权房的出现到底是帮助中低收入者'上车'，还是与市场争利一时引发讨论。我有几个观点：1、共有产权是新事物，摸着石头过河的事也是允许犯点错误的，但出发点一定不能够是市场争利，否则就是裁判下场比赛，管理者就不是管理者了；2、比二手房价高出10%~20%有点不正常，当然二手房价格要把新旧程度，装修水平等进行综合比较，但1、2年的次新房价格应该与全新房不应有太大差距，况且共有产权项目品质多半达不到专业房企开发的项目综合素质高。所以高20%或许可以因为品质差造成，但比二手都高就显得有问题了。所以要么这个项目的开发目的有问题，又或许定价判断上有需要斟酌的地方。 就符合资格的共有产权准购房者而言，的确需要三思而后出手。而对于其他在开发共有产权项目的城市而言,success,success,tuple_warning=evidence pack truncated from 49 to 8 rows; 8 evidence texts clipped to 500 chars | chain_warning=evidence pack truncated from 49 to 8 rows; 8 evidence texts clipped to 500 chars | candidate_chains=2,,,,,,,,,,candidate_chains=2
E009,LLM_E009_002,专家,共有产权房定价高于周边二手房不正常，可能目的不纯或定价判断有误，建议准购房者三思,negative,ev-00406中邓浩志分析指出高出二手房10%-20%不正常，质疑项目开发目的或定价判断,ev-00406,ev-00406: 共有产权房单价高于周边二手房，是否还值得买？【壹周志识】 文｜邓浩志 北京共有产权房单价高于周边二手房 最近网上传出北京共有产权房消息，房价3.7万/㎡，65%的产权，合实际房价为5.7万/㎡，这个价格高出附近二手房价5000~10000元。网友们纷纷表示这个价格的共有产权房不值，表面上购房门槛降低了，实际上整体计算却比全额的商品房价格更高了。共有产权房的出现到底是帮助中低收入者'上车'，还是与市场争利一时引发讨论。我有几个观点：1、共有产权是新事物，摸着石头过河的事也是允许犯点错误的，但出发点一定不能够是市场争利，否则就是裁判下场比赛，管理者就不是管理者了；2、比二手房价高出10%~20%有点不正常，当然二手房价格要把新旧程度，装修水平等进行综合比较，但1、2年的次新房价格应该与全新房不应有太大差距，况且共有产权项目品质多半达不到专业房企开发的项目综合素质高。所以高20%或许可以因为品质差造成，但比二手都高就显得有问题了。所以要么这个项目的开发目的有问题，又或许定价判断上有需要斟酌的地方。 就符合资格的共有产权准购房者而言，的确需要三思而后出手。而对于其他在开发共有产权项目的城市而言,success,success,tuple_warning=evidence pack truncated from 49 to 8 rows; 8 evidence texts clipped to 500 chars | chain_warning=evidence pack truncated from 49 to 8 rows; 8 evidence texts clipped to 500 chars | candidate_chains=2,,,,,,,,,,candidate_chains=2
E009,LLM_E009_003,购房者,对共有产权房产权比例和房屋质量表示关注，希望了解具体比例和房屋质量后再做决定,neutral,ev-00408中闫子豪表示会考虑购买，但需看政府和个人的产权比例以及房屋质量,ev-00408,ev-00408: 北京拟推共有产权住房 '新北京人'房源不少于30% 央广网北京8月4日消息 据中国之声《新闻纵横》报道，昨天（3号），《北京市共有产权住房管理暂行办法》正式面向社会公开征求意见，北京房地产大家庭迎来一种全新的住宅类型——'共有产权住房'。顾名思义，'共有产权住房'就是买房人与政府共有房屋产权。共有产权住房是对原自住型商品房政策的进一步调整和优化，'共有产权住房'与自住房类似，都是冲着'刚需'去的。如果你手上钱不够买普通商品房，又不想住公租房，那么这种共有产权房恰好可以解决你的住房困难。 '共有产权住房'新政一出，立刻引起广大刚需群体的关注。在北京某高校刚刚毕业的闫子豪看来，'共有产权住房'增加了他在北京买房的希望。 闫子豪：对我来说也是一个刚需，增加了我们买房的希望，自己将来的收入肯定是远远达不到买房的要求，所以如果有这种政策的话我觉得还是会考虑的，不过还是有几个因素将来还是要看一下，一个是政府跟每个人持有一定比例，到时候要看一下这个比例是多少跟多少，如果政府比例还是很小的话，买房还是很困难的，我觉得可能还是租房或者采取别的什么办法；另一个是还是想看看这个房子将来质量怎么样，房子的位置,success,success,tuple_warning=evidence pack truncated from 49 to 8 rows; 8 evidence texts clipped to 500 chars | chain_warning=evidence pack truncated from 49 to 8 rows; 8 evidence texts clipped to 500 chars | candidate_chains=2,,,,,,,,,,candidate_chains=2
E010,LLM_E010_001,居民,要求解决施工噪音、尘土及公示施工内容和时间，对处理结果表示满意,positive,陈先生通过12345投诉后，住建局解释并采取措施，回访时陈先生表示满意（ev-00460）,ev-00460,ev-00460: 住建局协调解决老旧小区改造扰民的问题 来源：额敏县人民政府办公室 日期：2024-06-21 20:06 浏览次数： 304次 陈先生通过塔城地区12345政务服务便民热线反映额敏县某小区老旧小区改造施工队施工管理的问题，请求相关部门协调处理。 塔城地区12345热线话务员在接到电话后，立即转至额敏县住房和城乡建设局处办。 额敏县住房和城乡建设局接诉后立即安排工作人员联系陈先生，陈先生反映该小区施工噪音扰民、尘土飞扬并希望公示施工内容和施工时间的问题。工作人员已和陈先生耐心沟通并作出相关解释：1.施工时间是按照国家规定时间正常施工，会产生适量噪音；2.后续施工将采取相关措施进行防尘；3.已向陈先生告知施工内容以及施工时间。 工作人员回访，陈先生对处理结果表示满意。,success,success,tuple_warning=evidence pack truncated from 50 to 8 rows; 6 evidence texts clipped to 500 chars | chain_warning=evidence pack truncated from 50 to 8 rows; 6 evidence texts clipped to 500 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E010,LLM_E010_002,居民,投诉施工噪音严重、无通知、物料堵塞道路、损坏车辆，要求协调解决,negative,泰兴市韭菜桥新村居民列举具体问题，恳请有关部门核实解决（ev-00455）,ev-00455,ev-00455: 老旧小区改造施工噪音严重扰民 用户98****3 留言ID:21629582 2024-09-23 09:19 本人住在泰兴市韭菜桥新村，该小区被纳入老旧小区改造范围，本来是一件政府惠民好事，没成想最近出现很多问题，给广大居民造成极其恶劣的影响，施工队伍沟通没有人理会态度强横。具体问题如下：1、近期小区改造施工噪音严重影响正常休息，这片小区住的主要是初中上学的孩子，每天早上六点就有工人开始搬运物品，随意乱扔金属框架声音巨大，大声喧哗严重影响正常休息。2、施工单位没有标识、没有通知随意占地堆放物品，有的物料直接堵在楼道单元门口影响进出通行安全。3、未提前通知住户没有公告就随意开凿路面造成石头飞溅损坏路边停放的车辆，与施工的工人沟通后也不理会，并且现场无安全管理协调人员。恳请有关部门核实情况，协调解决。 官方回复 泰兴市住建局 2024-12-31 17:29 居民反映的为2024年韭菜桥新村老旧小区改造项目，为集中建设项目，相关示意图进场前由社区进行公示告知，目前已进场施工。居民反映的相关问题，我局已对接集建公司核查处理。关于施工噪音的问题，已督促集建公司要求施工方合理调整施工时间，优化,success,success,tuple_warning=evidence pack truncated from 50 to 8 rows; 6 evidence texts clipped to 500 chars | chain_warning=evidence pack truncated from 50 to 8 rows; 6 evidence texts clipped to 500 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E010,LLM_E010_003,住建部门,已对接集建公司核查处理，督促施工方调整施工时间、优化施工管理,positive,泰兴市住建局回复居民投诉，表示已督促施工方解决噪音等问题（ev-00455）,ev-00455,ev-00455: 老旧小区改造施工噪音严重扰民 用户98****3 留言ID:21629582 2024-09-23 09:19 本人住在泰兴市韭菜桥新村，该小区被纳入老旧小区改造范围，本来是一件政府惠民好事，没成想最近出现很多问题，给广大居民造成极其恶劣的影响，施工队伍沟通没有人理会态度强横。具体问题如下：1、近期小区改造施工噪音严重影响正常休息，这片小区住的主要是初中上学的孩子，每天早上六点就有工人开始搬运物品，随意乱扔金属框架声音巨大，大声喧哗严重影响正常休息。2、施工单位没有标识、没有通知随意占地堆放物品，有的物料直接堵在楼道单元门口影响进出通行安全。3、未提前通知住户没有公告就随意开凿路面造成石头飞溅损坏路边停放的车辆，与施工的工人沟通后也不理会，并且现场无安全管理协调人员。恳请有关部门核实情况，协调解决。 官方回复 泰兴市住建局 2024-12-31 17:29 居民反映的为2024年韭菜桥新村老旧小区改造项目，为集中建设项目，相关示意图进场前由社区进行公示告知，目前已进场施工。居民反映的相关问题，我局已对接集建公司核查处理。关于施工噪音的问题，已督促集建公司要求施工方合理调整施工时间，优化,success,success,tuple_warning=evidence pack truncated from 50 to 8 rows; 6 evidence texts clipped to 500 chars | chain_warning=evidence pack truncated from 50 to 8 rows; 6 evidence texts clipped to 500 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E010,LLM_E010_004,施工单位,承认噪音超标违法事实，承诺24小时内更换桩基施工设备,neutral,江浦路街道执法队查处后，施工方对违法事实供认不讳并承诺整改（ev-00473）,ev-00473,ev-00473: 严厉查处建筑施工高噪声，坚决保护公众生活环境 2024-11-05 近期，江浦路街道综合行政执法队接到居民投诉，反映辖区内打虎山路某工地白天施工噪声较大，极大干扰了居民的正常生活。街道综合行政执法队通过'三步走'方法，有效解决了这起噪音扰民事件。 第一步，细辩真伪，发现蛛丝马迹。 接投诉后，中队执法人员第一时间对该工地进行现场检查，现场查看工地扬尘噪声实时监测数据，并未发现施工排放噪声超出噪声排放标准的情况。但执法人员发现，噪声实时监测设备设置的位置与可能产生噪声的桩基施工位置较远，施工区域与居民区距离不足20米，可能存在噪声监测设备监测数值与周边居民感受到的施工噪声不一致的情况。 第二步，部门联动，打通取证难点。 江浦路街道综合执法队立即向环保部门发出函协助，对该工地现场施工进行噪声检测。在环保部门的支持下，委托具有CMA及CNAS认证的专业第三方检测机构开展噪声采样检测。经检测，排放噪声为83分贝，超过建筑施工昼间噪声排放标准（70分贝）并出具认定报告。 根据认定报告，江浦路街道综合执法队随即进行立案查处，并约谈相关施工方，施工方对违法事实供认不讳，并承诺在24小时内更换桩基施工设,success,success,tuple_warning=evidence pack truncated from 50 to 8 rows; 6 evidence texts clipped to 500 chars | chain_warning=evidence pack truncated from 50 to 8 rows; 6 evidence texts clipped to 500 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
E010,LLM_E010_005,执法部门,对夜间施工扰民行为依法处罚，制止违法行为,positive,朱家角镇综合行政执法队接到投诉后查处夜间施工，确认违法并处罚（ev-00477）,ev-00477,ev-00477: 夜间施工惹民怨 城管出手解民忧 发布日期：2025-01-26 字号： [ 大 中 小 ] 随着城市建设的不断加快，工程项目随处可见，随之产生的噪音污染问题也日益突出，个别施工方为缩短工期，在禁止施工时间内偷偷施工，对周边居民的工作、学习和正常休息都造成了严重的影响。 近日，青浦区朱家角镇综合行政执法队员接到投诉：朱家角镇某工地夜间施工存在噪音扰民的情况。执法人员于当晚10点后达到现场发现有工人在用大型器械施工作业，且工地正在浇筑底板混凝土，确认存在相关违法情况。经调查，工地负责人表示混凝土浇筑由于工程步骤无法停止，但未办理夜间施工相关许可。本案违法事实清晰，执法队员及时制止违法行为，并依法作出处罚。 生活小知识 一、噪音扰民的具体时间和分贝标准 1、扰民时间段 晚间22:00至次日6:00为重点监管时段，任何超出规定的噪声都会被认定为扰民行为。 2、居民区噪音限值 白天（6:00-22:00）：噪声不得超过50分贝。 夜间（22:00-6:00）：噪声不得超过40分贝。 3、不同生活区域的具体规定 1类生活区域（一般住宅区）：夜间噪声高于50分贝即为扰民。 2类生活区域（包括部分商业,success,success,tuple_warning=evidence pack truncated from 50 to 8 rows; 6 evidence texts clipped to 500 chars | chain_warning=evidence pack truncated from 50 to 8 rows; 6 evidence texts clipped to 500 chars | candidate_chains=3,,,,,,,,,,candidate_chains=3
